district,state,month,normal_temp_c,normal_rainfall_mm,normal_humidity_pct
Udaipur,Rajasthan,10,26,10,42
Udaipur,Rajasthan,11,20,5,42
Udaipur,Rajasthan,12,15,5,52
East,Sikkim,1,8,30,78
East,Sikkim,2,10,40,76
East,Sikkim,3,14,80,74
East,Sikkim,4,17,150,76
East,Sikkim,5,19,250,80
East,Sikkim,6,20,400,88
East,Sikkim,7,20,450,90
East,Sikkim,8,20,400,89
East,Sikkim,9,19,300,86
East,Sikkim,10,16,150,82
East,Sikkim,11,12,40,78
East,Sikkim,12,9,20,76
North Sikkim,Sikkim,1,8,30,78
North Sikkim,Sikkim,2,10,40,76
North Sikkim,Sikkim,3,14,80,74
North Sikkim,Sikkim,4,17,150,76
North Sikkim,Sikkim,5,19,250,80
North Sikkim,Sikkim,6,20,400,88
North Sikkim,Sikkim,7,20,450,90
North Sikkim,Sikkim,8,20,400,89
North Sikkim,Sikkim,9,19,300,86
North Sikkim,Sikkim,10,16,150,82
North Sikkim,Sikkim,11,12,40,78
North Sikkim,Sikkim,12,9,20,76
South Sikkim,Sikkim,1,8,30,78
South Sikkim,Sikkim,2,10,40,76
South Sikkim,Sikkim,3,14,80,74
South Sikkim,Sikkim,4,17,150,76
South Sikkim,Sikkim,5,19,250,80
South Sikkim,Sikkim,6,20,400,88
South Sikkim,Sikkim,7,20,450,90
South Sikkim,Sikkim,8,20,400,89
South Sikkim,Sikkim,9,19,300,86
South Sikkim,Sikkim,10,16,150,82
South Sikkim,Sikkim,11,12,40,78
South Sikkim,Sikkim,12,9,20,76
West Sikkim,Sikkim,1,8,30,78
West Sikkim,Sikkim,2,10,40,76
West Sikkim,Sikkim,3,14,80,74
West Sikkim,Sikkim,4,17,150,76
West Sikkim,Sikkim,5,19,250,80
West Sikkim,Sikkim,6,20,400,88
West Sikkim,Sikkim,7,20,450,90
West Sikkim,Sikkim,8,20,400,89
West Sikkim,Sikkim,9,19,300,86
West Sikkim,Sikkim,10,16,150,82
West Sikkim,Sikkim,11,12,40,78
West Sikkim,Sikkim,12,9,20,76
Ariyalur,Tamil Nadu,1,25,30,72
Ariyalur,Tamil Nadu,2,26,20,68
Ariyalur,Tamil Nadu,3,28,10,65
Ariyalur,Tamil Nadu,4,31,15,65
Ariyalur,Tamil Nadu,5,33,40,65
Ariyalur,Tamil Nadu,6,32,40,72
Ariyalur,Tamil Nadu,7,30,60,76
Ariyalur,Tamil Nadu,8,29,80,76
Ariyalur,Tamil Nadu,9,29,100,76
Ariyalur,Tamil Nadu,10,28,200,78
Ariyalur,Tamil Nadu,11,26,280,78
Ariyalur,Tamil Nadu,12,25,100,74
Chennai,Tamil Nadu,1,25,30,72
Chennai,Tamil Nadu,2,26,20,68
Chennai,Tamil Nadu,3,28,10,65
Chennai,Tamil Nadu,4,31,15,65
Chennai,Tamil Nadu,5,33,40,65
Chennai,Tamil Nadu,6,32,40,72
Chennai,Tamil Nadu,7,30,60,76
Chennai,Tamil Nadu,8,29,80,76
Chennai,Tamil Nadu,9,29,100,76
Chennai,Tamil Nadu,10,28,200,78
Chennai,Tamil Nadu,11,26,280,78
Chennai,Tamil Nadu,12,25,100,74
Coimbatore,Tamil Nadu,1,25,30,72
Coimbatore,Tamil Nadu,2,26,20,68
Coimbatore,Tamil Nadu,3,28,10,65
Coimbatore,Tamil Nadu,4,31,15,65
Coimbatore,Tamil Nadu,5,33,40,65
Coimbatore,Tamil Nadu,6,32,40,72
Coimbatore,Tamil Nadu,7,30,60,76
Coimbatore,Tamil Nadu,8,29,80,76
Coimbatore,Tamil Nadu,9,29,100,76
Coimbatore,Tamil Nadu,10,28,200,78
Coimbatore,Tamil Nadu,11,26,280,78
Coimbatore,Tamil Nadu,12,25,100,74
Cuddalore,Tamil Nadu,1,25,30,72
Cuddalore,Tamil Nadu,2,26,20,68
Cuddalore,Tamil Nadu,3,28,10,65
Cuddalore,Tamil Nadu,4,31,15,65
Cuddalore,Tamil Nadu,5,33,40,65
Cuddalore,Tamil Nadu,6,32,40,72
Cuddalore,Tamil Nadu,7,30,60,76
Cuddalore,Tamil Nadu,8,29,80,76
Cuddalore,Tamil Nadu,9,29,100,76
Cuddalore,Tamil Nadu,10,28,200,78
Cuddalore,Tamil Nadu,11,26,280,78
Cuddalore,Tamil Nadu,12,25,100,74
Dharmapuri,Tamil Nadu,1,25,30,72
Dharmapuri,Tamil Nadu,2,26,20,68
Dharmapuri,Tamil Nadu,3,28,10,65
Dharmapuri,Tamil Nadu,4,31,15,65
Dharmapuri,Tamil Nadu,5,33,40,65
Dharmapuri,Tamil Nadu,6,32,40,72
Dharmapuri,Tamil Nadu,7,30,60,76
Dharmapuri,Tamil Nadu,8,29,80,76
Dharmapuri,Tamil Nadu,9,29,100,76
Dharmapuri,Tamil Nadu,10,28,200,78
Dharmapuri,Tamil Nadu,11,26,280,78
Dharmapuri,Tamil Nadu,12,25,100,74
Dindigul,Tamil Nadu,1,25,30,72
Dindigul,Tamil Nadu,2,26,20,68
Dindigul,Tamil Nadu,3,28,10,65
Dindigul,Tamil Nadu,4,31,15,65
Dindigul,Tamil Nadu,5,33,40,65
Dindigul,Tamil Nadu,6,32,40,72
Dindigul,Tamil Nadu,7,30,60,76
Dindigul,Tamil Nadu,8,29,80,76
Dindigul,Tamil Nadu,9,29,100,76
Dindigul,Tamil Nadu,10,28,200,78
Dindigul,Tamil Nadu,11,26,280,78
Dindigul,Tamil Nadu,12,25,100,74
Erode,Tamil Nadu,1,25,30,72
Erode,Tamil Nadu,2,26,20,68
Erode,Tamil Nadu,3,28,10,65
Erode,Tamil Nadu,4,31,15,65
Erode,Tamil Nadu,5,33,40,65
Erode,Tamil Nadu,6,32,40,72
Erode,Tamil Nadu,7,30,60,76
Erode,Tamil Nadu,8,29,80,76
Erode,Tamil Nadu,9,29,100,76
Erode,Tamil Nadu,10,28,200,78
Erode,Tamil Nadu,11,26,280,78
Erode,Tamil Nadu,12,25,100,74
Kancheepuram,Tamil Nadu,1,25,30,72
Kancheepuram,Tamil Nadu,2,26,20,68
Kancheepuram,Tamil Nadu,3,28,10,65
Kancheepuram,Tamil Nadu,4,31,15,65
Kancheepuram,Tamil Nadu,5,33,40,65
Kancheepuram,Tamil Nadu,6,32,40,72
Kancheepuram,Tamil Nadu,7,30,60,76
Kancheepuram,Tamil Nadu,8,29,80,76
Kancheepuram,Tamil Nadu,9,29,100,76
Kancheepuram,Tamil Nadu,10,28,200,78
Kancheepuram,Tamil Nadu,11,26,280,78
Kancheepuram,Tamil Nadu,12,25,100,74
Kanniyakumari,Tamil Nadu,1,25,30,72
Kanniyakumari,Tamil Nadu,2,26,20,68
Kanniyakumari,Tamil Nadu,3,28,10,65
Kanniyakumari,Tamil Nadu,4,31,15,65
Kanniyakumari,Tamil Nadu,5,33,40,65
Kanniyakumari,Tamil Nadu,6,32,40,72
Kanniyakumari,Tamil Nadu,7,30,60,76
Kanniyakumari,Tamil Nadu,8,29,80,76
Kanniyakumari,Tamil Nadu,9,29,100,76
Kanniyakumari,Tamil Nadu,10,28,200,78
Kanniyakumari,Tamil Nadu,11,26,280,78
Kanniyakumari,Tamil Nadu,12,25,100,74
Karur,Tamil Nadu,1,25,30,72
Karur,Tamil Nadu,2,26,20,68
Karur,Tamil Nadu,3,28,10,65
Karur,Tamil Nadu,4,31,15,65
Karur,Tamil Nadu,5,33,40,65
Karur,Tamil Nadu,6,32,40,72
Karur,Tamil Nadu,7,30,60,76
Karur,Tamil Nadu,8,29,80,76
Karur,Tamil Nadu,9,29,100,76
Karur,Tamil Nadu,10,28,200,78
Karur,Tamil Nadu,11,26,280,78
Karur,Tamil Nadu,12,25,100,74
Madurai,Tamil Nadu,1,25,30,72
Madurai,Tamil Nadu,2,26,20,68
Madurai,Tamil Nadu,3,28,10,65
Madurai,Tamil Nadu,4,31,15,65
Madurai,Tamil Nadu,5,33,40,65
Madurai,Tamil Nadu,6,32,40,72
Madurai,Tamil Nadu,7,30,60,76
Madurai,Tamil Nadu,8,29,80,76
Madurai,Tamil Nadu,9,29,100,76
Madurai,Tamil Nadu,10,28,200,78
Madurai,Tamil Nadu,11,26,280,78
Madurai,Tamil Nadu,12,25,100,74
Nagapattinam,Tamil Nadu,1,25,30,72
Nagapattinam,Tamil Nadu,2,26,20,68
Nagapattinam,Tamil Nadu,3,28,10,65
Nagapattinam,Tamil Nadu,4,31,15,65
Nagapattinam,Tamil Nadu,5,33,40,65
Nagapattinam,Tamil Nadu,6,32,40,72
Nagapattinam,Tamil Nadu,7,30,60,76
Nagapattinam,Tamil Nadu,8,29,80,76
Nagapattinam,Tamil Nadu,9,29,100,76
Nagapattinam,Tamil Nadu,10,28,200,78
Nagapattinam,Tamil Nadu,11,26,280,78
Nagapattinam,Tamil Nadu,12,25,100,74
Namakkal,Tamil Nadu,1,25,30,72
Namakkal,Tamil Nadu,2,26,20,68
Namakkal,Tamil Nadu,3,28,10,65
Namakkal,Tamil Nadu,4,31,15,65
Namakkal,Tamil Nadu,5,33,40,65
Namakkal,Tamil Nadu,6,32,40,72
Namakkal,Tamil Nadu,7,30,60,76
Namakkal,Tamil Nadu,8,29,80,76
Namakkal,Tamil Nadu,9,29,100,76
Namakkal,Tamil Nadu,10,28,200,78
Namakkal,Tamil Nadu,11,26,280,78
Namakkal,Tamil Nadu,12,25,100,74
Nilgiris,Tamil Nadu,1,25,30,72
Nilgiris,Tamil Nadu,2,26,20,68
Nilgiris,Tamil Nadu,3,28,10,65
Nilgiris,Tamil Nadu,4,31,15,65
Nilgiris,Tamil Nadu,5,33,40,65
Nilgiris,Tamil Nadu,6,32,40,72
Nilgiris,Tamil Nadu,7,30,60,76
Nilgiris,Tamil Nadu,8,29,80,76
Nilgiris,Tamil Nadu,9,29,100,76
Nilgiris,Tamil Nadu,10,28,200,78
Nilgiris,Tamil Nadu,11,26,280,78
Nilgiris,Tamil Nadu,12,25,100,74
Perambalur,Tamil Nadu,1,25,30,72
Perambalur,Tamil Nadu,2,26,20,68
Perambalur,Tamil Nadu,3,28,10,65
Perambalur,Tamil Nadu,4,31,15,65
Perambalur,Tamil Nadu,5,33,40,65
Perambalur,Tamil Nadu,6,32,40,72
Perambalur,Tamil Nadu,7,30,60,76
Perambalur,Tamil Nadu,8,29,80,76
Perambalur,Tamil Nadu,9,29,100,76
Perambalur,Tamil Nadu,10,28,200,78
Perambalur,Tamil Nadu,11,26,280,78
Perambalur,Tamil Nadu,12,25,100,74
Pudukkottai,Tamil Nadu,1,25,30,72
Pudukkottai,Tamil Nadu,2,26,20,68
Pudukkottai,Tamil Nadu,3,28,10,65
Pudukkottai,Tamil Nadu,4,31,15,65
Pudukkottai,Tamil Nadu,5,33,40,65
Pudukkottai,Tamil Nadu,6,32,40,72
Pudukkottai,Tamil Nadu,7,30,60,76
Pudukkottai,Tamil Nadu,8,29,80,76
Pudukkottai,Tamil Nadu,9,29,100,76
Pudukkottai,Tamil Nadu,10,28,200,78
Pudukkottai,Tamil Nadu,11,26,280,78
Pudukkottai,Tamil Nadu,12,25,100,74
Ramanathapuram,Tamil Nadu,1,25,30,72
Ramanathapuram,Tamil Nadu,2,26,20,68
Ramanathapuram,Tamil Nadu,3,28,10,65
Ramanathapuram,Tamil Nadu,4,31,15,65
Ramanathapuram,Tamil Nadu,5,33,40,65
Ramanathapuram,Tamil Nadu,6,32,40,72
Ramanathapuram,Tamil Nadu,7,30,60,76
Ramanathapuram,Tamil Nadu,8,29,80,76
Ramanathapuram,Tamil Nadu,9,29,100,76
Ramanathapuram,Tamil Nadu,10,28,200,78
Ramanathapuram,Tamil Nadu,11,26,280,78
Ramanathapuram,Tamil Nadu,12,25,100,74
Salem,Tamil Nadu,1,25,30,72
Salem,Tamil Nadu,2,26,20,68
Salem,Tamil Nadu,3,28,10,65
Salem,Tamil Nadu,4,31,15,65
Salem,Tamil Nadu,5,33,40,65
Salem,Tamil Nadu,6,32,40,72
Salem,Tamil Nadu,7,30,60,76
Salem,Tamil Nadu,8,29,80,76
Salem,Tamil Nadu,9,29,100,76
Salem,Tamil Nadu,10,28,200,78
Salem,Tamil Nadu,11,26,280,78
Salem,Tamil Nadu,12,25,100,74
Sivaganga,Tamil Nadu,1,25,30,72
Sivaganga,Tamil Nadu,2,26,20,68
Sivaganga,Tamil Nadu,3,28,10,65
Sivaganga,Tamil Nadu,4,31,15,65
Sivaganga,Tamil Nadu,5,33,40,65
Sivaganga,Tamil Nadu,6,32,40,72
Sivaganga,Tamil Nadu,7,30,60,76
Sivaganga,Tamil Nadu,8,29,80,76
Sivaganga,Tamil Nadu,9,29,100,76
Sivaganga,Tamil Nadu,10,28,200,78
Sivaganga,Tamil Nadu,11,26,280,78
Sivaganga,Tamil Nadu,12,25,100,74
Thanjavur,Tamil Nadu,1,25,30,72
Thanjavur,Tamil Nadu,2,26,20,68
Thanjavur,Tamil Nadu,3,28,10,65
Thanjavur,Tamil Nadu,4,31,15,65
Thanjavur,Tamil Nadu,5,33,40,65
Thanjavur,Tamil Nadu,6,32,40,72
Thanjavur,Tamil Nadu,7,30,60,76
Thanjavur,Tamil Nadu,8,29,80,76
Thanjavur,Tamil Nadu,9,29,100,76
Thanjavur,Tamil Nadu,10,28,200,78
Thanjavur,Tamil Nadu,11,26,280,78
Thanjavur,Tamil Nadu,12,25,100,74
Theni,Tamil Nadu,1,25,30,72
Theni,Tamil Nadu,2,26,20,68
Theni,Tamil Nadu,3,28,10,65
Theni,Tamil Nadu,4,31,15,65
Theni,Tamil Nadu,5,33,40,65
Theni,Tamil Nadu,6,32,40,72
Theni,Tamil Nadu,7,30,60,76
Theni,Tamil Nadu,8,29,80,76
Theni,Tamil Nadu,9,29,100,76
Theni,Tamil Nadu,10,28,200,78
Theni,Tamil Nadu,11,26,280,78
Theni,Tamil Nadu,12,25,100,74
Thiruvallur,Tamil Nadu,1,25,30,72
Thiruvallur,Tamil Nadu,2,26,20,68
Thiruvallur,Tamil Nadu,3,28,10,65
Thiruvallur,Tamil Nadu,4,31,15,65
Thiruvallur,Tamil Nadu,5,33,40,65
Thiruvallur,Tamil Nadu,6,32,40,72
Thiruvallur,Tamil Nadu,7,30,60,76
Thiruvallur,Tamil Nadu,8,29,80,76
Thiruvallur,Tamil Nadu,9,29,100,76
Thiruvallur,Tamil Nadu,10,28,200,78
Thiruvallur,Tamil Nadu,11,26,280,78
Thiruvallur,Tamil Nadu,12,25,100,74
Thiruvarur,Tamil Nadu,1,25,30,72
Thiruvarur,Tamil Nadu,2,26,20,68
Thiruvarur,Tamil Nadu,3,28,10,65
Thiruvarur,Tamil Nadu,4,31,15,65
Thiruvarur,Tamil Nadu,5,33,40,65
Thiruvarur,Tamil Nadu,6,32,40,72
Thiruvarur,Tamil Nadu,7,30,60,76
Thiruvarur,Tamil Nadu,8,29,80,76
Thiruvarur,Tamil Nadu,9,29,100,76
Thiruvarur,Tamil Nadu,10,28,200,78
Thiruvarur,Tamil Nadu,11,26,280,78
Thiruvarur,Tamil Nadu,12,25,100,74
Thoothukudi,Tamil Nadu,1,25,30,72
Thoothukudi,Tamil Nadu,2,26,20,68
Thoothukudi,Tamil Nadu,3,28,10,65
Thoothukudi,Tamil Nadu,4,31,15,65
Thoothukudi,Tamil Nadu,5,33,40,65
Thoothukudi,Tamil Nadu,6,32,40,72
Thoothukudi,Tamil Nadu,7,30,60,76
Thoothukudi,Tamil Nadu,8,29,80,76
Thoothukudi,Tamil Nadu,9,29,100,76
Thoothukudi,Tamil Nadu,10,28,200,78
Thoothukudi,Tamil Nadu,11,26,280,78
Thoothukudi,Tamil Nadu,12,25,100,74
Tiruchchirappalli,Tamil Nadu,1,25,30,72
Tiruchchirappalli,Tamil Nadu,2,26,20,68
Tiruchchirappalli,Tamil Nadu,3,28,10,65
Tiruchchirappalli,Tamil Nadu,4,31,15,65
Tiruchchirappalli,Tamil Nadu,5,33,40,65
Tiruchchirappalli,Tamil Nadu,6,32,40,72
Tiruchchirappalli,Tamil Nadu,7,30,60,76
Tiruchchirappalli,Tamil Nadu,8,29,80,76
Tiruchchirappalli,Tamil Nadu,9,29,100,76
Tiruchchirappalli,Tamil Nadu,10,28,200,78
Tiruchchirappalli,Tamil Nadu,11,26,280,78
Tiruchchirappalli,Tamil Nadu,12,25,100,74
Tirunelveli Kattabo,Tamil Nadu,1,25,30,72
Tirunelveli Kattabo,Tamil Nadu,2,26,20,68
Tirunelveli Kattabo,Tamil Nadu,3,28,10,65
Tirunelveli Kattabo,Tamil Nadu,4,31,15,65
Tirunelveli Kattabo,Tamil Nadu,5,33,40,65
Tirunelveli Kattabo,Tamil Nadu,6,32,40,72
Tirunelveli Kattabo,Tamil Nadu,7,30,60,76
Tirunelveli Kattabo,Tamil Nadu,8,29,80,76
Tirunelveli Kattabo,Tamil Nadu,9,29,100,76
Tirunelveli Kattabo,Tamil Nadu,10,28,200,78
Tirunelveli Kattabo,Tamil Nadu,11,26,280,78
Tirunelveli Kattabo,Tamil Nadu,12,25,100,74
Tiruvannamalai,Tamil Nadu,1,25,30,72
Tiruvannamalai,Tamil Nadu,2,26,20,68
Tiruvannamalai,Tamil Nadu,3,28,10,65
Tiruvannamalai,Tamil Nadu,4,31,15,65
Tiruvannamalai,Tamil Nadu,5,33,40,65
Tiruvannamalai,Tamil Nadu,6,32,40,72
Tiruvannamalai,Tamil Nadu,7,30,60,76
Tiruvannamalai,Tamil Nadu,8,29,80,76
Tiruvannamalai,Tamil Nadu,9,29,100,76
Tiruvannamalai,Tamil Nadu,10,28,200,78
Tiruvannamalai,Tamil Nadu,11,26,280,78
Tiruvannamalai,Tamil Nadu,12,25,100,74
Vellore,Tamil Nadu,1,25,30,72
Vellore,Tamil Nadu,2,26,20,68
Vellore,Tamil Nadu,3,28,10,65
Vellore,Tamil Nadu,4,31,15,65
Vellore,Tamil Nadu,5,33,40,65
Vellore,Tamil Nadu,6,32,40,72
Vellore,Tamil Nadu,7,30,60,76
Vellore,Tamil Nadu,8,29,80,76
Vellore,Tamil Nadu,9,29,100,76
Vellore,Tamil Nadu,10,28,200,78
Vellore,Tamil Nadu,11,26,280,78
Vellore,Tamil Nadu,12,25,100,74
Villupuram,Tamil Nadu,1,25,30,72
Villupuram,Tamil Nadu,2,26,20,68
Villupuram,Tamil Nadu,3,28,10,65
Villupuram,Tamil Nadu,4,31,15,65
Villupuram,Tamil Nadu,5,33,40,65
Villupuram,Tamil Nadu,6,32,40,72
Villupuram,Tamil Nadu,7,30,60,76
Villupuram,Tamil Nadu,8,29,80,76
Villupuram,Tamil Nadu,9,29,100,76
Villupuram,Tamil Nadu,10,28,200,78
Villupuram,Tamil Nadu,11,26,280,78
Villupuram,Tamil Nadu,12,25,100,74
Virudhunagar,Tamil Nadu,1,25,30,72
Virudhunagar,Tamil Nadu,2,26,20,68
Virudhunagar,Tamil Nadu,3,28,10,65
Virudhunagar,Tamil Nadu,4,31,15,65
Virudhunagar,Tamil Nadu,5,33,40,65
Virudhunagar,Tamil Nadu,6,32,40,72
Virudhunagar,Tamil Nadu,7,30,60,76
Virudhunagar,Tamil Nadu,8,29,80,76
Virudhunagar,Tamil Nadu,9,29,100,76
Virudhunagar,Tamil Nadu,10,28,200,78
Virudhunagar,Tamil Nadu,11,26,280,78
Virudhunagar,Tamil Nadu,12,25,100,74
Dhalai,Tripura,1,18,20,78
Dhalai,Tripura,2,20,25,76
Dhalai,Tripura,3,24,55,74
Dhalai,Tripura,4,27,100,76
Dhalai,Tripura,5,28,180,80
Dhalai,Tripura,6,29,280,86
Dhalai,Tripura,7,29,320,88
Dhalai,Tripura,8,29,290,87
Dhalai,Tripura,9,28,220,84
Dhalai,Tripura,10,26,120,80
Dhalai,Tripura,11,22,30,76
Dhalai,Tripura,12,18,10,74
North Tripura,Tripura,1,18,20,78
North Tripura,Tripura,2,20,25,76
North Tripura,Tripura,3,24,55,74
North Tripura,Tripura,4,27,100,76
North Tripura,Tripura,5,28,180,80
North Tripura,Tripura,6,29,280,86
North Tripura,Tripura,7,29,320,88
North Tripura,Tripura,8,29,290,87
North Tripura,Tripura,9,28,220,84
North Tripura,Tripura,10,26,120,80
North Tripura,Tripura,11,22,30,76
North Tripura,Tripura,12,18,10,74
South Tripura,Tripura,1,18,20,78
South Tripura,Tripura,2,20,25,76
South Tripura,Tripura,3,24,55,74
South Tripura,Tripura,4,27,100,76
South Tripura,Tripura,5,28,180,80
South Tripura,Tripura,6,29,280,86
South Tripura,Tripura,7,29,320,88
South Tripura,Tripura,8,29,290,87
South Tripura,Tripura,9,28,220,84
South Tripura,Tripura,10,26,120,80
South Tripura,Tripura,11,22,30,76
South Tripura,Tripura,12,18,10,74
West Tripura,Tripura,1,18,20,78
West Tripura,Tripura,2,20,25,76
West Tripura,Tripura,3,24,55,74
West Tripura,Tripura,4,27,100,76
West Tripura,Tripura,5,28,180,80
West Tripura,Tripura,6,29,280,86
West Tripura,Tripura,7,29,320,88
West Tripura,Tripura,8,29,290,87
West Tripura,Tripura,9,28,220,84
West Tripura,Tripura,10,26,120,80
West Tripura,Tripura,11,22,30,76
West Tripura,Tripura,12,18,10,74
Agra,Uttar Pradesh,1,14,18,70
Agra,Uttar Pradesh,2,17,15,62
Agra,Uttar Pradesh,3,22,10,52
Agra,Uttar Pradesh,4,28,8,44
Agra,Uttar Pradesh,5,33,20,40
Agra,Uttar Pradesh,6,34,90,58
Agra,Uttar Pradesh,7,30,200,76
Agra,Uttar Pradesh,8,29,210,78
Agra,Uttar Pradesh,9,28,150,72
Agra,Uttar Pradesh,10,25,35,60
Agra,Uttar Pradesh,11,19,8,58
Agra,Uttar Pradesh,12,14,10,66
Aligarh,Uttar Pradesh,1,14,18,70
Aligarh,Uttar Pradesh,2,17,15,62
Aligarh,Uttar Pradesh,3,22,10,52
Aligarh,Uttar Pradesh,4,28,8,44
Aligarh,Uttar Pradesh,5,33,20,40
Aligarh,Uttar Pradesh,6,34,90,58
Aligarh,Uttar Pradesh,7,30,200,76
Aligarh,Uttar Pradesh,8,29,210,78
Aligarh,Uttar Pradesh,9,28,150,72
Aligarh,Uttar Pradesh,10,25,35,60
Aligarh,Uttar Pradesh,11,19,8,58
Aligarh,Uttar Pradesh,12,14,10,66
Allahabad,Uttar Pradesh,1,14,18,70
Allahabad,Uttar Pradesh,2,17,15,62
Allahabad,Uttar Pradesh,3,22,10,52
Allahabad,Uttar Pradesh,4,28,8,44
Allahabad,Uttar Pradesh,5,33,20,40
Allahabad,Uttar Pradesh,6,34,90,58
Allahabad,Uttar Pradesh,7,30,200,76
Allahabad,Uttar Pradesh,8,29,210,78
Allahabad,Uttar Pradesh,9,28,150,72
Allahabad,Uttar Pradesh,10,25,35,60
Allahabad,Uttar Pradesh,11,19,8,58
Allahabad,Uttar Pradesh,12,14,10,66
Ambedkar Nagar,Uttar Pradesh,1,14,18,70
Ambedkar Nagar,Uttar Pradesh,2,17,15,62
Ambedkar Nagar,Uttar Pradesh,3,22,10,52
Ambedkar Nagar,Uttar Pradesh,4,28,8,44
Ambedkar Nagar,Uttar Pradesh,5,33,20,40
Ambedkar Nagar,Uttar Pradesh,6,34,90,58
Ambedkar Nagar,Uttar Pradesh,7,30,200,76
Ambedkar Nagar,Uttar Pradesh,8,29,210,78
Ambedkar Nagar,Uttar Pradesh,9,28,150,72
Ambedkar Nagar,Uttar Pradesh,10,25,35,60
Ambedkar Nagar,Uttar Pradesh,11,19,8,58
Ambedkar Nagar,Uttar Pradesh,12,14,10,66
Auraiya,Uttar Pradesh,1,14,18,70
Auraiya,Uttar Pradesh,2,17,15,62
Auraiya,Uttar Pradesh,3,22,10,52
Auraiya,Uttar Pradesh,4,28,8,44
Auraiya,Uttar Pradesh,5,33,20,40
Auraiya,Uttar Pradesh,6,34,90,58
Auraiya,Uttar Pradesh,7,30,200,76
Auraiya,Uttar Pradesh,8,29,210,78
Auraiya,Uttar Pradesh,9,28,150,72
Auraiya,Uttar Pradesh,10,25,35,60
Auraiya,Uttar Pradesh,11,19,8,58
Auraiya,Uttar Pradesh,12,14,10,66
Azamgarh,Uttar Pradesh,1,14,18,70
Azamgarh,Uttar Pradesh,2,17,15,62
Azamgarh,Uttar Pradesh,3,22,10,52
Azamgarh,Uttar Pradesh,4,28,8,44
Azamgarh,Uttar Pradesh,5,33,20,40
Azamgarh,Uttar Pradesh,6,34,90,58
Azamgarh,Uttar Pradesh,7,30,200,76
Azamgarh,Uttar Pradesh,8,29,210,78
Azamgarh,Uttar Pradesh,9,28,150,72
Azamgarh,Uttar Pradesh,10,25,35,60
Azamgarh,Uttar Pradesh,11,19,8,58
Azamgarh,Uttar Pradesh,12,14,10,66
Badaun,Uttar Pradesh,1,14,18,70
Badaun,Uttar Pradesh,2,17,15,62
Badaun,Uttar Pradesh,3,22,10,52
Badaun,Uttar Pradesh,4,28,8,44
Badaun,Uttar Pradesh,5,33,20,40
Badaun,Uttar Pradesh,6,34,90,58
Badaun,Uttar Pradesh,7,30,200,76
Badaun,Uttar Pradesh,8,29,210,78
Badaun,Uttar Pradesh,9,28,150,72
Badaun,Uttar Pradesh,10,25,35,60
Badaun,Uttar Pradesh,11,19,8,58
Badaun,Uttar Pradesh,12,14,10,66
Baghpat,Uttar Pradesh,1,14,18,70
Baghpat,Uttar Pradesh,2,17,15,62
Baghpat,Uttar Pradesh,3,22,10,52
Baghpat,Uttar Pradesh,4,28,8,44
Baghpat,Uttar Pradesh,5,33,20,40
Baghpat,Uttar Pradesh,6,34,90,58
Baghpat,Uttar Pradesh,7,30,200,76
Baghpat,Uttar Pradesh,8,29,210,78
Baghpat,Uttar Pradesh,9,28,150,72
Baghpat,Uttar Pradesh,10,25,35,60
Baghpat,Uttar Pradesh,11,19,8,58
Baghpat,Uttar Pradesh,12,14,10,66
Bahraich,Uttar Pradesh,1,14,18,70
Bahraich,Uttar Pradesh,2,17,15,62
Bahraich,Uttar Pradesh,3,22,10,52
Bahraich,Uttar Pradesh,4,28,8,44
Bahraich,Uttar Pradesh,5,33,20,40
Bahraich,Uttar Pradesh,6,34,90,58
Bahraich,Uttar Pradesh,7,30,200,76
Bahraich,Uttar Pradesh,8,29,210,78
Bahraich,Uttar Pradesh,9,28,150,72
Bahraich,Uttar Pradesh,10,25,35,60
Bahraich,Uttar Pradesh,11,19,8,58
Bahraich,Uttar Pradesh,12,14,10,66
Ballia,Uttar Pradesh,1,14,18,70
Ballia,Uttar Pradesh,2,17,15,62
Ballia,Uttar Pradesh,3,22,10,52
Ballia,Uttar Pradesh,4,28,8,44
Ballia,Uttar Pradesh,5,33,20,40
Ballia,Uttar Pradesh,6,34,90,58
Ballia,Uttar Pradesh,7,30,200,76
Ballia,Uttar Pradesh,8,29,210,78
Ballia,Uttar Pradesh,9,28,150,72
Ballia,Uttar Pradesh,10,25,35,60
Ballia,Uttar Pradesh,11,19,8,58
Ballia,Uttar Pradesh,12,14,10,66
Balrampur,Uttar Pradesh,1,14,18,70
Balrampur,Uttar Pradesh,2,17,15,62
Balrampur,Uttar Pradesh,3,22,10,52
Balrampur,Uttar Pradesh,4,28,8,44
Balrampur,Uttar Pradesh,5,33,20,40
Balrampur,Uttar Pradesh,6,34,90,58
Balrampur,Uttar Pradesh,7,30,200,76
Balrampur,Uttar Pradesh,8,29,210,78
Balrampur,Uttar Pradesh,9,28,150,72
Balrampur,Uttar Pradesh,10,25,35,60
Balrampur,Uttar Pradesh,11,19,8,58
Balrampur,Uttar Pradesh,12,14,10,66
Banda,Uttar Pradesh,1,14,18,70
Banda,Uttar Pradesh,2,17,15,62
Banda,Uttar Pradesh,3,22,10,52
Banda,Uttar Pradesh,4,28,8,44
Banda,Uttar Pradesh,5,33,20,40
Banda,Uttar Pradesh,6,34,90,58
Banda,Uttar Pradesh,7,30,200,76
